metric,value,step
Train/State_Loss/Epoch,0.1236535906791687,18.0
Train/State_Loss/Epoch,0.12363217771053314,19.0
Validation/Offset_Loss/Epoch,1183.7802734375,0.0
Validation/Offset_Loss/Epoch,1115.736083984375,1.0
Validation/Offset_Loss/Epoch,1092.15625,2.0
Validation/Offset_Loss/Epoch,1067.14697265625,3.0
Validation/Offset_Loss/Epoch,1059.2958984375,4.0
Validation/Offset_Loss/Epoch,1039.3009033203125,5.0
Validation/Offset_Loss/Epoch,1037.4742431640625,6.0
Validation/Offset_Loss/Epoch,1018.75830078125,7.0
Validation/Offset_Loss/Epoch,1015.6441650390625,8.0
Validation/Offset_Loss/Epoch,1009.9788208007812,9.0
Validation/Offset_Loss/Epoch,1015.465087890625,10.0
Validation/Offset_Loss/Epoch,1002.8047485351562,11.0
Validation/Offset_Loss/Epoch,1001.3178100585938,12.0
Validation/Offset_Loss/Epoch,1002.4690551757812,13.0
Validation/Offset_Loss/Epoch,1000.5934448242188,14.0
Validation/Offset_Loss/Epoch,1004.732666015625,15.0
Validation/Offset_Loss/Epoch,1001.7637329101562,16.0
Validation/Offset_Loss/Epoch,1002.4730834960938,17.0
Validation/Offset_Loss/Epoch,1001.4482421875,18.0
Validation/Offset_Loss/Epoch,1001.7664794921875,19.0
Validation/State_Loss/Epoch,0.13945020735263824,0.0
Validation/State_Loss/Epoch,0.1318119913339615,1.0
Validation/State_Loss/Epoch,0.12665536999702454,2.0
Validation/State_Loss/Epoch,0.1252601146697998,3.0
Validation/State_Loss/Epoch,0.12381163984537125,4.0
Validation/State_Loss/Epoch,0.12136925756931305,5.0
Validation/State_Loss/Epoch,0.12062950432300568,6.0
Validation/State_Loss/Epoch,0.11948710680007935,7.0
Validation/State_Loss/Epoch,0.11947749555110931,8.0
Validation/State_Loss/Epoch,0.11860794574022293,9.0
Validation/State_Loss/Epoch,0.11819911748170853,10.0
Validation/State_Loss/Epoch,0.11744027584791183,11.0
Validation/State_Loss/Epoch,0.11696787178516388,12.0
Validation/State_Loss/Epoch,0.11649306863546371,13.0
Validation/State_Loss/Epoch,0.11657866090536118,14.0
Validation/State_Loss/Epoch,0.11640125513076782,15.0
Validation/State_Loss/Epoch,0.11614231765270233,16.0
Validation/State_Loss/Epoch,0.11606652289628983,17.0
Validation/State_Loss/Epoch,0.11597710102796555,18.0
Validation/State_Loss/Epoch,0.11597102880477905,19.0
Validation/State_Accuracy/Epoch,0.8978431224822998,0.0
Validation/State_Accuracy/Epoch,0.8972810506820679,1.0
Validation/State_Accuracy/Epoch,0.8971671462059021,2.0
Validation/State_Accuracy/Epoch,0.9015951752662659,3.0
Validation/State_Accuracy/Epoch,0.9010403156280518,4.0
Validation/State_Accuracy/Epoch,0.900384247303009,5.0
Validation/State_Accuracy/Epoch,0.9032163619995117,6.0
Validation/State_Accuracy/Epoch,0.9028621315956116,7.0
Validation/State_Accuracy/Epoch,0.9030970931053162,8.0
Validation/State_Accuracy/Epoch,0.9018445611000061,9.0
Validation/State_Accuracy/Epoch,0.902921736240387,10.0
Validation/State_Accuracy/Epoch,0.9038435220718384,11.0
Validation/State_Accuracy/Epoch,0.9033284187316895,12.0
Validation/State_Accuracy/Epoch,0.9042935371398926,13.0
Validation/State_Accuracy/Epoch,0.9035055637359619,14.0
Validation/State_Accuracy/Epoch,0.904078483581543,15.0
Validation/State_Accuracy/Epoch,0.9038724303245544,16.0
Validation/State_Accuracy/Epoch,0.9040567874908447,17.0
Validation/State_Accuracy/Epoch,0.9043152332305908,18.0
Validation/State_Accuracy/Epoch,0.9040748476982117,19.0
