metric,value,step
Validation/Offset_Loss/Epoch,1018.5245361328125,9.0
Validation/Offset_Loss/Epoch,1025.3905029296875,10.0
Validation/Offset_Loss/Epoch,1017.06884765625,11.0
Validation/Offset_Loss/Epoch,1016.6500244140625,12.0
Validation/Offset_Loss/Epoch,1008.9238891601562,13.0
Validation/Offset_Loss/Epoch,1003.3878173828125,14.0
Validation/Offset_Loss/Epoch,1002.3164672851562,15.0
Validation/Offset_Loss/Epoch,1005.1640625,16.0
Validation/Offset_Loss/Epoch,1001.8667602539062,17.0
Validation/Offset_Loss/Epoch,1004.3185424804688,18.0
Validation/Offset_Loss/Epoch,1004.1403198242188,19.0
Validation/State_Loss/Epoch,0.09509312361478806,0.0
Validation/State_Loss/Epoch,0.0902988538146019,1.0
Validation/State_Loss/Epoch,0.08744565397500992,2.0
Validation/State_Loss/Epoch,0.08537924289703369,3.0
Validation/State_Loss/Epoch,0.08462637662887573,4.0
Validation/State_Loss/Epoch,0.08383205533027649,5.0
Validation/State_Loss/Epoch,0.0828620046377182,6.0
Validation/State_Loss/Epoch,0.08211386948823929,7.0
Validation/State_Loss/Epoch,0.08192893117666245,8.0
Validation/State_Loss/Epoch,0.08139972388744354,9.0
Validation/State_Loss/Epoch,0.08107035607099533,10.0
Validation/State_Loss/Epoch,0.08092334121465683,11.0
Validation/State_Loss/Epoch,0.08081923425197601,12.0
Validation/State_Loss/Epoch,0.08034010231494904,13.0
Validation/State_Loss/Epoch,0.08010383695363998,14.0
Validation/State_Loss/Epoch,0.07998345047235489,15.0
Validation/State_Loss/Epoch,0.07993099093437195,16.0
Validation/State_Loss/Epoch,0.07986432313919067,17.0
Validation/State_Loss/Epoch,0.07977497577667236,18.0
Validation/State_Loss/Epoch,0.07981278002262115,19.0
Validation/State_Accuracy/Epoch,0.8972597122192383,0.0
Validation/State_Accuracy/Epoch,0.8989805579185486,1.0
Validation/State_Accuracy/Epoch,0.8993457555770874,2.0
Validation/State_Accuracy/Epoch,0.9007479548454285,3.0
Validation/State_Accuracy/Epoch,0.899764358997345,4.0
Validation/State_Accuracy/Epoch,0.9019847512245178,5.0
Validation/State_Accuracy/Epoch,0.9025377035140991,6.0
Validation/State_Accuracy/Epoch,0.9014731645584106,7.0
Validation/State_Accuracy/Epoch,0.9017745852470398,8.0
Validation/State_Accuracy/Epoch,0.9023309946060181,9.0
Validation/State_Accuracy/Epoch,0.9035522937774658,10.0
Validation/State_Accuracy/Epoch,0.9028374552726746,11.0
Validation/State_Accuracy/Epoch,0.9035230278968811,12.0
Validation/State_Accuracy/Epoch,0.9032026529312134,13.0
Validation/State_Accuracy/Epoch,0.904406726360321,14.0
Validation/State_Accuracy/Epoch,0.9038589596748352,15.0
Validation/State_Accuracy/Epoch,0.904382586479187,16.0
Validation/State_Accuracy/Epoch,0.9047237038612366,17.0
Validation/State_Accuracy/Epoch,0.9041862487792969,18.0
Validation/State_Accuracy/Epoch,0.9043326377868652,19.0
