metric,value,step
Validation/Offset_Loss/Epoch,1021.0581665039062,19.0
Validation/State_Loss/Epoch,0.1444500833749771,0.0
Validation/State_Loss/Epoch,0.1356455385684967,1.0
Validation/State_Loss/Epoch,0.1306244432926178,2.0
Validation/State_Loss/Epoch,0.12802086770534515,3.0
Validation/State_Loss/Epoch,0.12730222940444946,4.0
Validation/State_Loss/Epoch,0.12546323239803314,5.0
Validation/State_Loss/Epoch,0.12355565279722214,6.0
Validation/State_Loss/Epoch,0.1237005889415741,7.0
Validation/State_Loss/Epoch,0.12171582132577896,8.0
Validation/State_Loss/Epoch,0.1211543083190918,9.0
Validation/State_Loss/Epoch,0.12157575786113739,10.0
Validation/State_Loss/Epoch,0.12030671536922455,11.0
Validation/State_Loss/Epoch,0.11970522254705429,12.0
Validation/State_Loss/Epoch,0.11964749544858932,13.0
Validation/State_Loss/Epoch,0.11940447986125946,14.0
Validation/State_Loss/Epoch,0.11889129877090454,15.0
Validation/State_Loss/Epoch,0.1188122034072876,16.0
Validation/State_Loss/Epoch,0.11867888271808624,17.0
Validation/State_Loss/Epoch,0.11863314360380173,18.0
Validation/State_Loss/Epoch,0.11853496730327606,19.0
Validation/State_Accuracy/Epoch,0.8978810906410217,0.0
Validation/State_Accuracy/Epoch,0.8973714113235474,1.0
Validation/State_Accuracy/Epoch,0.8983636498451233,2.0
Validation/State_Accuracy/Epoch,0.8986817002296448,3.0
Validation/State_Accuracy/Epoch,0.8964803814888,4.0
Validation/State_Accuracy/Epoch,0.900966227054596,5.0
Validation/State_Accuracy/Epoch,0.9005378484725952,6.0
Validation/State_Accuracy/Epoch,0.8987648487091064,7.0
Validation/State_Accuracy/Epoch,0.9011324644088745,8.0
Validation/State_Accuracy/Epoch,0.9010403156280518,9.0
Validation/State_Accuracy/Epoch,0.9020686745643616,10.0
Validation/State_Accuracy/Epoch,0.902350664138794,11.0
Validation/State_Accuracy/Epoch,0.9020434021949768,12.0
Validation/State_Accuracy/Epoch,0.9030139446258545,13.0
Validation/State_Accuracy/Epoch,0.9030771851539612,14.0
Validation/State_Accuracy/Epoch,0.9033085107803345,15.0
Validation/State_Accuracy/Epoch,0.9031277894973755,16.0
Validation/State_Accuracy/Epoch,0.9026958346366882,17.0
Validation/State_Accuracy/Epoch,0.9029127359390259,18.0
Validation/State_Accuracy/Epoch,0.9027138948440552,19.0
